warehouse_id,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-E102790,East,2.63,1
WH-E102791,West,1.58,2
WH-W102792,North,0.52,4
WH-W102793,South,0.72,4
WH-W102794,East,1.39,1
WH-W102795,West,0.67,3
WH-C102796,North,1.55,2
WH-C102797,South,2.48,1
WH-C102798,East,0.98,3
WH-C102799,West,1.14,2
WH-N102800,North,1.08,2
WH-N102801,South,2.7,2
WH-N102802,East,1.09,3
WH-N102803,West,0.63,1
WH-S102804,North,1.43,3
WH-S102805,South,1.43,3
WH-S102806,East,2.42,2
WH-S102807,West,1.15,4
WH-E102808,North,2.33,2
WH-E102809,South,2.48,1
WH-E102810,East,2.63,1
WH-E102811,West,1.58,2
WH-W102812,North,0.52,4
WH-W102813,South,0.72,4
WH-W102814,East,1.39,1
WH-W102815,West,0.67,3
WH-C102816,North,1.55,2
WH-C102817,South,2.48,1
WH-C102818,East,0.98,3
WH-C102819,West,1.14,2
WH-N102820,North,1.08,2
WH-N102821,South,2.7,2
WH-N102822,East,1.09,3
WH-N102823,West,0.63,1
WH-S102824,North,1.43,3
WH-S102825,South,1.43,3
WH-S102826,East,2.42,2
WH-S102827,West,1.15,4
WH-E102828,North,2.33,2
WH-E102829,South,2.48,1
WH-E102830,East,2.63,1
WH-E102831,West,1.58,2
WH-W102832,North,0.52,4
WH-W102833,South,0.72,4
WH-W102834,East,1.39,1
WH-W102835,West,0.67,3
WH-C102836,North,1.55,2
WH-C102837,South,2.48,1
WH-C102838,East,0.98,3
WH-C102839,West,1.14,2
WH-N102840,North,1.08,2
WH-N102841,South,2.7,2
WH-N102842,East,1.09,3
WH-N102843,West,0.63,1
WH-S102844,North,1.43,3
WH-S102845,South,1.43,3
WH-S102846,East,2.42,2
WH-S102847,West,1.15,4
WH-E102848,North,2.33,2
WH-E102849,South,2.48,1
WH-E102850,East,2.63,1
WH-E102851,West,1.58,2
WH-W102852,North,0.52,4
WH-W102853,South,0.72,4
WH-W102854,East,1.39,1
WH-W102855,West,0.67,3
WH-C102856,North,1.55,2
WH-C102857,South,2.48,1
WH-C102858,East,0.98,3
WH-C102859,West,1.14,2
WH-N102860,North,1.08,2
WH-N102861,South,2.7,2
WH-N102862,East,1.09,3
WH-N102863,West,0.63,1
WH-S102864,North,1.43,3
WH-S102865,South,1.43,3
WH-S102866,East,2.42,2
WH-S102867,West,1.15,4
WH-E102868,North,2.33,2
WH-E102869,South,2.48,1
WH-E102870,East,2.63,1
WH-E102871,West,1.58,2
WH-W102872,North,0.52,4
WH-W102873,South,0.72,4
WH-W102874,East,1.39,1
WH-W102875,West,0.67,3
WH-C102876,North,1.55,2
WH-C102877,South,2.48,1
WH-C102878,East,0.98,3
WH-C102879,West,1.14,2
WH-N102880,North,1.08,2
WH-N102881,South,2.7,2
WH-N102882,East,1.09,3
WH-N102883,West,0.63,1
WH-S102884,North,1.43,3
WH-S102885,South,1.43,3
WH-S102886,East,2.42,2
WH-S102887,West,1.15,4
WH-E102888,North,2.33,2
WH-E102889,South,2.48,1
WH-E102890,East,2.63,1
WH-E102891,West,1.58,2
WH-W102892,North,0.52,4
WH-W102893,South,0.72,4
WH-W102894,East,1.39,1
WH-W102895,West,0.67,3
WH-C102896,North,1.55,2
WH-C102897,South,2.48,1
WH-C102898,East,0.98,3
WH-C102899,West,1.14,2
WH-N102900,North,1.08,2
WH-N102901,South,2.7,2
WH-N102902,East,1.09,3
WH-N102903,West,0.63,1
WH-S102904,North,1.43,3
WH-S102905,South,1.43,3
WH-S102906,East,2.42,2
WH-S102907,West,1.15,4
WH-E102908,North,2.33,2
WH-E102909,South,2.48,1
WH-E102910,East,2.63,1
WH-E102911,West,1.58,2
WH-W102912,North,0.52,4
WH-W102913,South,0.72,4
WH-W102914,East,1.39,1
WH-W102915,West,0.67,3
WH-C102916,North,1.55,2
WH-C102917,South,2.48,1
WH-C102918,East,0.98,3
WH-C102919,West,1.14,2
WH-N102920,North,1.08,2
WH-N102921,South,2.7,2
WH-N102922,East,1.09,3
WH-N102923,West,0.63,1
WH-S102924,North,1.43,3
WH-S102925,South,1.43,3
WH-S102926,East,2.42,2
WH-S102927,West,1.15,4
WH-E102928,North,2.33,2
WH-E102929,South,2.48,1
WH-E102930,East,2.63,1
WH-E102931,West,1.58,2
WH-W102932,North,0.52,4
WH-W102933,South,0.72,4
WH-W102934,East,1.39,1
WH-W102935,West,0.67,3
WH-C102936,North,1.55,2
WH-C102937,South,2.48,1
WH-C102938,East,0.98,3
WH-C102939,West,1.14,2
WH-N102940,North,1.08,2
WH-N102941,South,2.7,2
WH-N102942,East,1.09,3
WH-N102943,West,0.63,1
WH-S102944,North,1.43,3
WH-S102945,South,1.43,3
WH-S102946,East,2.42,2
WH-S102947,West,1.15,4
WH-E102948,North,2.33,2
WH-E102949,South,2.48,1
WH-E102950,East,2.63,1
WH-E102951,West,1.58,2
WH-W102952,North,0.52,4
WH-W102953,South,0.72,4
WH-W102954,East,1.39,1
WH-W102955,West,0.67,3
WH-C102956,North,1.55,2
WH-C102957,South,2.48,1
WH-C102958,East,0.98,3
WH-C102959,West,1.14,2
WH-N102960,North,1.08,2
WH-N102961,South,2.7,2
WH-N102962,East,1.09,3
WH-N102963,West,0.63,1
WH-S102964,North,1.43,3
WH-S102965,South,1.43,3
WH-S102966,East,2.42,2
WH-S102967,West,1.15,4
WH-E102968,North,2.33,2
WH-E102969,South,2.48,1
WH-E102970,East,2.63,1
WH-E102971,West,1.58,2
WH-W102972,North,0.52,4
WH-W102973,South,0.72,4
WH-W102974,East,1.39,1
WH-W102975,West,0.67,3
WH-C102976,North,1.55,2
WH-C102977,South,2.48,1
WH-C102978,East,0.98,3
WH-C102979,West,1.14,2
WH-N102980,North,1.08,2
WH-N102981,South,2.7,2
WH-N102982,East,1.09,3
WH-N102983,West,0.63,1
WH-S102984,North,1.43,3
WH-S102985,South,1.43,3
WH-S102986,East,2.42,2
WH-S102987,West,1.15,4
WH-E102988,North,2.33,2
WH-E102989,South,2.48,1
WH-E102990,East,2.63,1
WH-E102991,West,1.58,2
WH-W102992,North,0.52,4
WH-W102993,South,0.72,4
WH-W102994,East,1.39,1
WH-W102995,West,0.67,3
WH-C102996,North,1.55,2
WH-C102997,South,2.48,1
WH-C102998,East,0.98,3
WH-C102999,West,1.14,2
WH-N103000,North,1.08,2
WH-N103001,South,2.7,2
WH-N103002,East,1.09,3
WH-N103003,West,0.63,1
WH-S103004,North,1.43,3
WH-S103005,South,1.43,3
WH-S103006,East,2.42,2
WH-S103007,West,1.15,4
WH-E103008,North,2.33,2
WH-E103009,South,2.48,1
WH-E103010,East,2.63,1
WH-E103011,West,1.58,2
WH-W103012,North,0.52,4
WH-W103013,South,0.72,4
WH-W103014,East,1.39,1
WH-W103015,West,0.67,3
WH-C103016,North,1.55,2
WH-C103017,South,2.48,1
WH-C103018,East,0.98,3
WH-C103019,West,1.14,2
WH-N103020,North,1.08,2
WH-N103021,South,2.7,2
WH-N103022,East,1.09,3
WH-N103023,West,0.63,1
WH-S103024,North,1.43,3
WH-S103025,South,1.43,3
WH-S103026,East,2.42,2
WH-S103027,West,1.15,4
WH-E103028,North,2.33,2
WH-E103029,South,2.48,1
WH-E103030,East,2.63,1
WH-E103031,West,1.58,2
WH-W103032,North,0.52,4
WH-W103033,South,0.72,4
WH-W103034,East,1.39,1
WH-W103035,West,0.67,3
WH-C103036,North,1.55,2
WH-C103037,South,2.48,1
WH-C103038,East,0.98,3
WH-C103039,West,1.14,2
WH-N103040,North,1.08,2
WH-N103041,South,2.7,2
WH-N103042,East,1.09,3
WH-N103043,West,0.63,1
WH-S103044,North,1.43,3
WH-S103045,South,1.43,3
WH-S103046,East,2.42,2
WH-S103047,West,1.15,4
WH-E103048,North,2.33,2
WH-E103049,South,2.48,1
WH-E103050,East,2.63,1
WH-E103051,West,1.58,2
WH-W103052,North,0.52,4
WH-W103053,South,0.72,4
WH-W103054,East,1.39,1
WH-W103055,West,0.67,3
WH-C103056,North,1.55,2
WH-C103057,South,2.48,1
WH-C103058,East,0.98,3
WH-C103059,West,1.14,2
WH-N103060,North,1.08,2
WH-N103061,South,2.7,2
WH-N103062,East,1.09,3
WH-N103063,West,0.63,1
WH-S103064,North,1.43,3
WH-S103065,South,1.43,3
WH-S103066,East,2.42,2
WH-S103067,West,1.15,4
WH-E103068,North,2.33,2
WH-E103069,South,2.48,1
WH-E103070,East,2.63,1
WH-E103071,West,1.58,2
WH-W103072,North,0.52,4
WH-W103073,South,0.72,4
WH-W103074,East,1.39,1
WH-W103075,West,0.67,3
WH-C103076,North,1.55,2
WH-C103077,South,2.48,1
WH-C103078,East,0.98,3
WH-C103079,West,1.14,2
WH-N103080,North,1.08,2
WH-N103081,South,2.7,2
WH-N103082,East,1.09,3
WH-N103083,West,0.63,1
WH-S103084,North,1.43,3
WH-S103085,South,1.43,3
WH-S103086,East,2.42,2
WH-S103087,West,1.15,4
WH-E103088,North,2.33,2
WH-E103089,South,2.48,1
WH-E103090,East,2.63,1
WH-E103091,West,1.58,2
WH-W103092,North,0.52,4
WH-W103093,South,0.72,4
WH-W103094,East,1.39,1
WH-W103095,West,0.67,3
WH-C103096,North,1.55,2
WH-C103097,South,2.48,1
WH-C103098,East,0.98,3
WH-C103099,West,1.14,2
WH-N103100,North,1.08,2
WH-N103101,South,2.7,2
WH-N103102,East,1.09,3
WH-N103103,West,0.63,1
WH-S103104,North,1.43,3
WH-S103105,South,1.43,3
WH-S103106,East,2.42,2
WH-S103107,West,1.15,4
WH-E103108,North,2.33,2
WH-E103109,South,2.48,1
WH-E103110,East,2.63,1
WH-E103111,West,1.58,2
WH-W103112,North,0.52,4
WH-W103113,South,0.72,4
WH-W103114,East,1.39,1
WH-W103115,West,0.67,3
WH-C103116,North,1.55,2
WH-C103117,South,2.48,1
WH-C103118,East,0.98,3
WH-C103119,West,1.14,2
WH-N103120,North,1.08,2
WH-N103121,South,2.7,2
WH-N103122,East,1.09,3
WH-N103123,West,0.63,1
WH-S103124,North,1.43,3
WH-S103125,South,1.43,3
WH-S103126,East,2.42,2
WH-S103127,West,1.15,4
WH-E103128,North,2.33,2
WH-E103129,South,2.48,1
WH-E103130,East,2.63,1
WH-E103131,West,1.58,2
WH-W103132,North,0.52,4
WH-W103133,South,0.72,4
WH-W103134,East,1.39,1
WH-W103135,West,0.67,3
WH-C103136,North,1.55,2
WH-C103137,South,2.48,1
WH-C103138,East,0.98,3
WH-C103139,West,1.14,2
WH-N103140,North,1.08,2
WH-N103141,South,2.7,2
WH-N103142,East,1.09,3
WH-N103143,West,0.63,1
WH-S103144,North,1.43,3
WH-S103145,South,1.43,3
WH-S103146,East,2.42,2
WH-S103147,West,1.15,4
WH-E103148,North,2.33,2
WH-E103149,South,2.48,1
WH-E103150,East,2.63,1
WH-E103151,West,1.58,2
WH-W103152,North,0.52,4
WH-W103153,South,0.72,4
WH-W103154,East,1.39,1
WH-W103155,West,0.67,3
WH-C103156,North,1.55,2
WH-C103157,South,2.48,1
WH-C103158,East,0.98,3
WH-C103159,West,1.14,2
WH-N103160,North,1.08,2
WH-N103161,South,2.7,2
WH-N103162,East,1.09,3
WH-N103163,West,0.63,1
WH-S103164,North,1.43,3
WH-S103165,South,1.43,3
WH-S103166,East,2.42,2
WH-S103167,West,1.15,4
WH-E103168,North,2.33,2
WH-E103169,South,2.48,1
WH-E103170,East,2.63,1
WH-E103171,West,1.58,2
WH-W103172,North,0.52,4
WH-W103173,South,0.72,4
WH-W103174,East,1.39,1
WH-W103175,West,0.67,3
WH-C103176,North,1.55,2
WH-C103177,South,2.48,1
WH-C103178,East,0.98,3
WH-C103179,West,1.14,2
WH-N103180,North,1.08,2
WH-N103181,South,2.7,2
WH-N103182,East,1.09,3
WH-N103183,West,0.63,1
WH-S103184,North,1.43,3
WH-S103185,South,1.43,3
WH-S103186,East,2.42,2
WH-S103187,West,1.15,4
WH-E103188,North,2.33,2
WH-E103189,South,2.48,1
WH-E103190,East,2.63,1
WH-E103191,West,1.58,2
WH-W103192,North,0.52,4
WH-W103193,South,0.72,4
WH-W103194,East,1.39,1
WH-W103195,West,0.67,3
WH-C103196,North,1.55,2
WH-C103197,South,2.48,1
WH-C103198,East,0.98,3
WH-C103199,West,1.14,2
WH-N103200,North,1.08,2
WH-N103201,South,2.7,2
WH-N103202,East,1.09,3
WH-N103203,West,0.63,1
WH-S103204,North,1.43,3
WH-S103205,South,1.43,3
WH-S103206,East,2.42,2
WH-S103207,West,1.15,4
WH-E103208,North,2.33,2
WH-E103209,South,2.48,1
WH-E103210,East,2.63,1
WH-E103211,West,1.58,2
WH-W103212,North,0.52,4
WH-W103213,South,0.72,4
WH-W103214,East,1.39,1
WH-W103215,West,0.67,3
WH-C103216,North,1.55,2
WH-C103217,South,2.48,1
WH-C103218,East,0.98,3
WH-C103219,West,1.14,2
WH-N103220,North,1.08,2
WH-N103221,South,2.7,2
WH-N103222,East,1.09,3
WH-N103223,West,0.63,1
WH-S103224,North,1.43,3
WH-S103225,South,1.43,3
WH-S103226,East,2.42,2
WH-S103227,West,1.15,4
WH-E103228,North,2.33,2
WH-E103229,South,2.48,1
WH-E103230,East,2.63,1
WH-E103231,West,1.58,2
WH-W103232,North,0.52,4
WH-W103233,South,0.72,4
WH-W103234,East,1.39,1
WH-W103235,West,0.67,3
WH-C103236,North,1.55,2
WH-C103237,South,2.48,1
WH-C103238,East,0.98,3
WH-C103239,West,1.14,2
WH-N103240,North,1.08,2
WH-N103241,South,2.7,2
WH-N103242,East,1.09,3
WH-N103243,West,0.63,1
WH-S103244,North,1.43,3
WH-S103245,South,1.43,3
WH-S103246,East,2.42,2
WH-S103247,West,1.15,4
WH-E103248,North,2.33,2
WH-E103249,South,2.48,1
WH-E103250,East,2.63,1
WH-E103251,West,1.58,2
WH-W103252,North,0.52,4
WH-W103253,South,0.72,4
WH-W103254,East,1.39,1
WH-W103255,West,0.67,3
WH-C103256,North,1.55,2
WH-C103257,South,2.48,1
WH-C103258,East,0.98,3
WH-C103259,West,1.14,2
WH-N103260,North,1.08,2
WH-N103261,South,2.7,2
WH-N103262,East,1.09,3
WH-N103263,West,0.63,1
WH-S103264,North,1.43,3
WH-S103265,South,1.43,3
WH-S103266,East,2.42,2
WH-S103267,West,1.15,4
WH-E103268,North,2.33,2
WH-E103269,South,2.48,1
WH-E103270,East,2.63,1
WH-E103271,West,1.58,2
WH-W103272,North,0.52,4
WH-W103273,South,0.72,4
WH-W103274,East,1.39,1
WH-W103275,West,0.67,3
WH-C103276,North,1.55,2
WH-C103277,South,2.48,1
WH-C103278,East,0.98,3
WH-C103279,West,1.14,2
WH-N103280,North,1.08,2
WH-N103281,South,2.7,2
WH-N103282,East,1.09,3
WH-N103283,West,0.63,1
WH-S103284,North,1.43,3
WH-S103285,South,1.43,3
WH-S103286,East,2.42,2
WH-S103287,West,1.15,4
WH-E103288,North,2.33,2
WH-E103289,South,2.48,1
WH-E103290,East,2.63,1
WH-E103291,West,1.58,2
WH-W103292,North,0.52,4
WH-W103293,South,0.72,4
WH-W103294,East,1.39,1
WH-W103295,West,0.67,3
WH-C103296,North,1.55,2
WH-C103297,South,2.48,1
WH-C103298,East,0.98,3
WH-C103299,West,1.14,2
WH-N103300,North,1.08,2
WH-N103301,South,2.7,2
WH-N103302,East,1.09,3
WH-N103303,West,0.63,1
WH-S103304,North,1.43,3
WH-S103305,South,1.43,3
WH-S103306,East,2.42,2
WH-S103307,West,1.15,4
WH-E103308,North,2.33,2
WH-E103309,South,2.48,1
WH-E103310,East,2.63,1
WH-E103311,West,1.58,2
WH-W103312,North,0.52,4
WH-W103313,South,0.72,4
WH-W103314,East,1.39,1
WH-W103315,West,0.67,3
WH-C103316,North,1.55,2
WH-C103317,South,2.48,1
WH-C103318,East,0.98,3
WH-C103319,West,1.14,2
WH-N103320,North,1.08,2
WH-N103321,South,2.7,2
WH-N103322,East,1.09,3
WH-N103323,West,0.63,1
WH-S103324,North,1.43,3
WH-S103325,South,1.43,3
WH-S103326,East,2.42,2
WH-S103327,West,1.15,4
WH-E103328,North,2.33,2
WH-E103329,South,2.48,1
WH-E103330,East,2.63,1
WH-E103331,West,1.58,2
WH-W103332,North,0.52,4
WH-W103333,South,0.72,4
WH-W103334,East,1.39,1
WH-W103335,West,0.67,3
WH-C103336,North,1.55,2
WH-C103337,South,2.48,1
WH-C103338,East,0.98,3
WH-C103339,West,1.14,2
WH-N103340,North,1.08,2
WH-N103341,South,2.7,2
WH-N103342,East,1.09,3
WH-N103343,West,0.63,1
WH-S103344,North,1.43,3
WH-S103345,South,1.43,3
WH-S103346,East,2.42,2
WH-S103347,West,1.15,4
WH-E103348,North,2.33,2
WH-E103349,South,2.48,1
WH-E103350,East,2.63,1
WH-E103351,West,1.58,2
WH-W103352,North,0.52,4
WH-W103353,South,0.72,4
WH-W103354,East,1.39,1
WH-W103355,West,0.67,3
WH-C103356,North,1.55,2
WH-C103357,South,2.48,1
WH-C103358,East,0.98,3
WH-C103359,West,1.14,2
WH-N103360,North,1.08,2
WH-N103361,South,2.7,2
WH-N103362,East,1.09,3
WH-N103363,West,0.63,1
WH-S103364,North,1.43,3
WH-S103365,South,1.43,3
WH-S103366,East,2.42,2
WH-S103367,West,1.15,4
WH-E103368,North,2.33,2
WH-E103369,South,2.48,1
WH-E103370,East,2.63,1
WH-E103371,West,1.58,2
WH-W103372,North,0.52,4
WH-W103373,South,0.72,4
WH-W103374,East,1.39,1
WH-W103375,West,0.67,3
WH-C103376,North,1.55,2
WH-C103377,South,2.48,1
WH-C103378,East,0.98,3
WH-C103379,West,1.14,2
WH-N103380,North,1.08,2
WH-N103381,South,2.7,2
WH-N103382,East,1.09,3
WH-N103383,West,0.63,1
WH-S103384,North,1.43,3
WH-S103385,South,1.43,3
WH-S103386,East,2.42,2
WH-S103387,West,1.15,4
WH-E103388,North,2.33,2
WH-E103389,South,2.48,1
WH-E103390,East,2.63,1
WH-E103391,West,1.58,2
WH-W103392,North,0.52,4
WH-W103393,South,0.72,4
WH-W103394,East,1.39,1
WH-W103395,West,0.67,3
WH-C103396,North,1.55,2
WH-C103397,South,2.48,1
WH-C103398,East,0.98,3
WH-C103399,West,1.14,2
WH-N103400,North,1.08,2
WH-N103401,South,2.7,2
WH-N103402,East,1.09,3
WH-N103403,West,0.63,1
WH-S103404,North,1.43,3
WH-S103405,South,1.43,3
WH-S103406,East,2.42,2
WH-S103407,West,1.15,4
WH-E103408,North,2.33,2
WH-E103409,South,2.48,1
WH-E103410,East,2.63,1
WH-E103411,West,1.58,2
WH-W103412,North,0.52,4
WH-W103413,South,0.72,4
WH-W103414,East,1.39,1
WH-W103415,West,0.67,3
WH-C103416,North,1.55,2
WH-C103417,South,2.48,1
WH-C103418,East,0.98,3
WH-C103419,West,1.14,2
WH-N103420,North,1.08,2
WH-N103421,South,2.7,2
WH-N103422,East,1.09,3
WH-N103423,West,0.63,1
WH-S103424,North,1.43,3
WH-S103425,South,1.43,3
WH-S103426,East,2.42,2
WH-S103427,West,1.15,4
WH-E103428,North,2.33,2
WH-E103429,South,2.48,1
WH-E103430,East,2.63,1
WH-E103431,West,1.58,2
WH-W103432,North,0.52,4
WH-W103433,South,0.72,4
WH-W103434,East,1.39,1
WH-W103435,West,0.67,3
WH-C103436,North,1.55,2
WH-C103437,South,2.48,1
WH-C103438,East,0.98,3
WH-C103439,West,1.14,2
WH-N103440,North,1.08,2
WH-N103441,South,2.7,2
WH-N103442,East,1.09,3
WH-N103443,West,0.63,1
WH-S103444,North,1.43,3
WH-S103445,South,1.43,3
WH-S103446,East,2.42,2
WH-S103447,West,1.15,4
WH-E103448,North,2.33,2
WH-E103449,South,2.48,1
WH-E103450,East,2.63,1
WH-E103451,West,1.58,2
WH-W103452,North,0.52,4
WH-W103453,South,0.72,4
WH-W103454,East,1.39,1
WH-W103455,West,0.67,3
WH-C103456,North,1.55,2
WH-C103457,South,2.48,1
WH-C103458,East,0.98,3
WH-C103459,West,1.14,2
WH-N103460,North,1.08,2
WH-N103461,South,2.7,2
WH-N103462,East,1.09,3
WH-N103463,West,0.63,1
WH-S103464,North,1.43,3
WH-S103465,South,1.43,3
WH-S103466,East,2.42,2
WH-S103467,West,1.15,4
WH-E103468,North,2.33,2
WH-E103469,South,2.48,1
WH-E103470,East,2.63,1
WH-E103471,West,1.58,2
WH-W103472,North,0.52,4
WH-W103473,South,0.72,4
WH-W103474,East,1.39,1
WH-W103475,West,0.67,3
WH-C103476,North,1.55,2
WH-C103477,South,2.48,1
WH-C103478,East,0.98,3
WH-C103479,West,1.14,2
WH-N103480,North,1.08,2
WH-N103481,South,2.7,2
WH-N103482,East,1.09,3
WH-N103483,West,0.63,1
WH-S103484,North,1.43,3
WH-S103485,South,1.43,3
WH-S103486,East,2.42,2
WH-S103487,West,1.15,4
WH-E103488,North,2.33,2
WH-E103489,South,2.48,1
WH-E103490,East,2.63,1
WH-E103491,West,1.58,2
WH-W103492,North,0.52,4
WH-W103493,South,0.72,4
WH-W103494,East,1.39,1
WH-W103495,West,0.67,3
WH-C103496,North,1.55,2
WH-C103497,South,2.48,1
WH-C103498,East,0.98,3
WH-C103499,West,1.14,2
WH-N103500,North,1.08,2
WH-N103501,South,2.7,2
WH-N103502,East,1.09,3
WH-N103503,West,0.63,1
WH-S103504,North,1.43,3
WH-S103505,South,1.43,3
WH-S103506,East,2.42,2
WH-S103507,West,1.15,4
WH-E103508,North,2.33,2
WH-E103509,South,2.48,1
WH-E103510,East,2.63,1
WH-E103511,West,1.58,2
WH-W103512,North,0.52,4
WH-W103513,South,0.72,4
WH-W103514,East,1.39,1
WH-W103515,West,0.67,3
WH-C103516,North,1.55,2
WH-C103517,South,2.48,1
WH-C103518,East,0.98,3
WH-C103519,West,1.14,2
WH-N103520,North,1.08,2
WH-N103521,South,2.7,2
WH-N103522,East,1.09,3
WH-N103523,West,0.63,1
WH-S103524,North,1.43,3
WH-S103525,South,1.43,3
WH-S103526,East,2.42,2
WH-S103527,West,1.15,4
WH-E103528,North,2.33,2
WH-E103529,South,2.48,1
WH-E103530,East,2.63,1
WH-E103531,West,1.58,2
WH-W103532,North,0.52,4
WH-W103533,South,0.72,4
WH-W103534,East,1.39,1
WH-W103535,West,0.67,3
WH-C103536,North,1.55,2
WH-C103537,South,2.48,1
WH-C103538,East,0.98,3
WH-C103539,West,1.14,2
WH-N103540,North,1.08,2
WH-N103541,South,2.7,2
WH-N103542,East,1.09,3
WH-N103543,West,0.63,1
WH-S103544,North,1.43,3
WH-S103545,South,1.43,3
WH-S103546,East,2.42,2
WH-S103547,West,1.15,4
WH-E103548,North,2.33,2
WH-E103549,South,2.48,1
WH-E103550,East,2.63,1
WH-E103551,West,1.58,2
WH-W103552,North,0.52,4
WH-W103553,South,0.72,4
WH-W103554,East,1.39,1
WH-W103555,West,0.67,3
WH-C103556,North,1.55,2
WH-C103557,South,2.48,1
WH-C103558,East,0.98,3
WH-C103559,West,1.14,2
WH-N103560,North,1.08,2
WH-N103561,South,2.7,2
WH-N103562,East,1.09,3
WH-N103563,West,0.63,1
WH-S103564,North,1.43,3
WH-S103565,South,1.43,3
WH-S103566,East,2.42,2
WH-S103567,West,1.15,4
WH-E103568,North,2.33,2
WH-E103569,South,2.48,1
WH-E103570,East,2.63,1
WH-E103571,West,1.58,2
WH-W103572,North,0.52,4
WH-W103573,South,0.72,4
WH-W103574,East,1.39,1
WH-W103575,West,0.67,3
WH-C103576,North,1.55,2
WH-C103577,South,2.48,1
WH-C103578,East,0.98,3
WH-C103579,West,1.14,2
WH-N103580,North,1.08,2
WH-N103581,South,2.7,2
WH-N103582,East,1.09,3
WH-N103583,West,0.63,1
WH-S103584,North,1.43,3
WH-S103585,South,1.43,3
WH-S103586,East,2.42,2
WH-S103587,West,1.15,4
WH-E103588,North,2.33,2
WH-E103589,South,2.48,1
WH-E103590,East,2.63,1
WH-E103591,West,1.58,2
WH-W103592,North,0.52,4
WH-W103593,South,0.72,4
WH-W103594,East,1.39,1
WH-W103595,West,0.67,3
WH-C103596,North,1.55,2
WH-C103597,South,2.48,1
WH-C103598,East,0.98,3
WH-C103599,West,1.14,2
WH-N103600,North,1.08,2
WH-N103601,South,2.7,2
WH-N103602,East,1.09,3
WH-N103603,West,0.63,1
WH-S103604,North,1.43,3
WH-S103605,South,1.43,3
WH-S103606,East,2.42,2
WH-S103607,West,1.15,4
WH-E103608,North,2.33,2
WH-E103609,South,2.48,1
WH-E103610,East,2.63,1
WH-E103611,West,1.58,2
WH-W103612,North,0.52,4
WH-W103613,South,0.72,4
WH-W103614,East,1.39,1
WH-W103615,West,0.67,3
WH-C103616,North,1.55,2
WH-C103617,South,2.48,1
WH-C103618,East,0.98,3
WH-C103619,West,1.14,2
WH-N103620,North,1.08,2
WH-N103621,South,2.7,2
WH-N103622,East,1.09,3
WH-N103623,West,0.63,1
WH-S103624,North,1.43,3
WH-S103625,South,1.43,3
WH-S103626,East,2.42,2
WH-S103627,West,1.15,4
WH-E103628,North,2.33,2
WH-E103629,South,2.48,1
WH-E103630,East,2.63,1
WH-E103631,West,1.58,2
WH-W103632,North,0.52,4
WH-W103633,South,0.72,4
WH-W103634,East,1.39,1
WH-W103635,West,0.67,3
WH-C103636,North,1.55,2
WH-C103637,South,2.48,1
WH-C103638,East,0.98,3
WH-C103639,West,1.14,2
WH-N103640,North,1.08,2
WH-N103641,South,2.7,2
WH-N103642,East,1.09,3
WH-N103643,West,0.63,1
WH-S103644,North,1.43,3
WH-S103645,South,1.43,3
WH-S103646,East,2.42,2
WH-S103647,West,1.15,4
WH-E103648,North,2.33,2
WH-E103649,South,2.48,1
WH-E103650,East,2.63,1
WH-E103651,West,1.58,2
WH-W103652,North,0.52,4
WH-W103653,South,0.72,4
WH-W103654,East,1.39,1
WH-W103655,West,0.67,3
WH-C103656,North,1.55,2
WH-C103657,South,2.48,1
WH-C103658,East,0.98,3
WH-C103659,West,1.14,2
WH-N103660,North,1.08,2
WH-N103661,South,2.7,2
WH-N103662,East,1.09,3
WH-N103663,West,0.63,1
WH-S103664,North,1.43,3
WH-S103665,South,1.43,3
WH-S103666,East,2.42,2
WH-S103667,West,1.15,4
WH-E103668,North,2.33,2
WH-E103669,South,2.48,1
WH-E103670,East,2.63,1
WH-E103671,West,1.58,2
WH-W103672,North,0.52,4
WH-W103673,South,0.72,4
WH-W103674,East,1.39,1
WH-W103675,West,0.67,3
WH-C103676,North,1.55,2
WH-C103677,South,2.48,1
WH-C103678,East,0.98,3
WH-C103679,West,1.14,2
WH-N103680,North,1.08,2
WH-N103681,South,2.7,2
WH-N103682,East,1.09,3
WH-N103683,West,0.63,1
WH-S103684,North,1.43,3
WH-S103685,South,1.43,3
WH-S103686,East,2.42,2
WH-S103687,West,1.15,4
WH-E103688,North,2.33,2
WH-E103689,South,2.48,1
WH-E103690,East,2.63,1
WH-E103691,West,1.58,2
WH-W103692,North,0.52,4
WH-W103693,South,0.72,4
WH-W103694,East,1.39,1
WH-W103695,West,0.67,3
WH-C103696,North,1.55,2
WH-C103697,South,2.48,1
WH-C103698,East,0.98,3
WH-C103699,West,1.14,2
WH-N103700,North,1.08,2
WH-N103701,South,2.7,2
WH-N103702,East,1.09,3
WH-N103703,West,0.63,1
WH-S103704,North,1.43,3
WH-S103705,South,1.43,3
WH-S103706,East,2.42,2
WH-S103707,West,1.15,4
WH-E103708,North,2.33,2
WH-E103709,South,2.48,1
WH-E103710,East,2.63,1
WH-E103711,West,1.58,2
WH-W103712,North,0.52,4
WH-W103713,South,0.72,4
WH-W103714,East,1.39,1
WH-W103715,West,0.67,3
WH-C103716,North,1.55,2
WH-C103717,South,2.48,1
WH-C103718,East,0.98,3
WH-C103719,West,1.14,2
WH-N103720,North,1.08,2
